dataset_idx,statement,generated_with,eval_text,eval_image,eval_both
32,The clouds in both scenes are fluffy and puffy.,both,both,both,both
33,Both scenes are taken during the day.,text,both,both,both
33,The sun is a prominent feature in both scenes.,text,both,both,both
33,The sky is a deep blue in both scenes.,text,both,both,both
33,There are no clouds in the sky in both scenes.,text,both,both,both
33,The sun is in the center of the image in both scenes.,text,both,both,both
33,Both images feature a tennis racket.,image,one,one,both
33,The tennis racket is positioned in a way that it is casting a shadow.,image,one,one,one
33,The sun is visible in both images.,image,both,both,both
33,The sky is clear and blue in both images.,image,both,both,both
33,The tennis racket is the main subject in both images.,image,one,both,both
33,Both scenes have a clear blue sky.,both,both,both,both
33,The sun is visible in both scenes.,both,both,both,both
33,There are trees in both scenes.,both,both,both,both
33,The sun is shining brightly in both scenes.,both,both,both,both
33,The sky is clear in both scenes.,both,both,both,both
34,Both scenes have graffiti art on the walls.,text,both,both,both
34,Both scenes have a mix of colors used in the graffiti art.,text,both,both,both
34,Both scenes have a pattern or design on the walls.,text,both,both,both
34,Both scenes have a mix of text and drawings in the graffiti art.,text,both,both,both
34,"Both scenes have a sense of age and wear, with the walls and floor looking dirty and old.",text,both,both,both
34,Both images feature graffiti art on a wall.,image,both,both,both
34,The graffiti includes a variety of colors and styles.,image,both,both,both
34,"The graffiti is layered, with some pieces covering others.",image,both,both,both
34,The graffiti includes both abstract and representational elements.,image,both,both,both
34,"The graffiti is located in an urban environment, as indicated by the presence of a pipe and a metal door.",image,both,both,both
34,Both scenes have graffiti art on the walls.,both,both,both,both
34,Both scenes have a mix of colors used in the graffiti art.,both,both,both,both
34,Both scenes have a variety of shapes and patterns in the graffiti art.,both,both,both,both
34,"Both scenes have a sense of age and wear, with the walls and floor looking dirty and old.",both,both,both,both
34,Both scenes have some form of text or writing in the graffiti art.,both,both,both,both
35,Both scenes feature clouds as the main subject.,text,both,both,both
35,The sky is covered with clouds in both scenes.,text,both,both,both
35,The sun is shining on the clouds in both scenes.,text,both,both,both
35,The clouds are the main focus of both scenes.,text,both,both,both
35,The clouds are the dominant element in both scenes.,text,both,both,both
35,Both images feature a blue sky as the background.,image,one,both,both
35,Both images have clouds that are white in color.,image,both,both,both
35,Both images have birds flying in the sky.,image,one,one,both
35,The clouds in both images are fluffy and puffy.,image,both,both,both
35,The birds in both images are flying at a similar altitude.,image,one,both,both
35,Both scenes have a significant portion of the sky covered by clouds.,both,both,both,both
35,The clouds in both scenes are large and fluffy.,both,both,both,both
35,The sun is shining on the clouds in both scenes.,both,both,both,both
35,There are birds flying in both scenes.,both,one,both,both
35,The birds are flying towards the left in both scenes.,both,one,both,both
36,Both scenes have four posters/banners.,text,both,both,both
36,Both scenes have a black and white image below the text on each poster/banner.,text,both,both,both
36,Both scenes have a section of a dark gray rectangular wall extending vertically above each window/poster.,text,both,both,both
36,Both scenes have a gray rectangular banner hanging over each section of the wall.,text,both,one,both
36,Both scenes have black text above the illustrations on the banners/posters.,text,both,both,both
36,Both images feature a series of windows with images displayed on them.,image,both,both,both
36,"The images are arranged in a vertical line, with each window containing a single image.",image,both,both,both
36,"The images are monochromatic, with varying shades of gray.",image,both,both,both
36,"The images depict different subjects, including animals, plants, and possibly other objects.",image,both,both,both
36,The windows are evenly spaced and aligned horizontally across the building facade.,image,both,both,both
36,Both scenes have four vertical posters or banners.,both,both,both,both
36,Each poster or banner has a title or name written across the top in black text.,both,both,both,both
36,Each poster or banner has a black and white image below the title or name.,both,both,both,both
36,"The images on the posters or banners are of different subjects, including trees, animals, and flowers.",both,both,both,both
36,The background of the posters or banners is white in Scene 1 and gray in Scene 2.,both,both,both,both
37,Both scenes feature a Monarch butterfly.,text,both,one,both
37,Both scenes have a flower in the background.,text,both,both,both
37,Both scenes have a blurry background.,text,both,both,both
37,Both scenes have a blue sky in the background.,text,both,both,both
37,Both scenes have a green stem and leaves.,text,both,one,both
37,Both images feature a butterfly on a flower.,image,both,one,both
37,The butterflies have orange wings with black spots.,image,both,both,both
37,The flowers are both orange in color.,image,both,both,both
37,The butterflies are perched on the flowers.,image,both,both,both
37,The background of both images includes trees and a clear blue sky.,image,both,both,both
37,Both images feature a Monarch butterfly.,both,both,one,both
37,Both butterflies are resting on flowers.,both,both,one,both
37,Both butterflies have their wings spread out.,both,one,one,both
37,Both butterflies have orange and black coloring on their wings.,both,both,both,both
37,Both butterflies have white spots near the ends of their wings.,both,both,one,both
37,Both butterflies are in close-up views.,both,both,one,both
37,Both butterflies are in natural settings.,both,both,both,both
37,Both butterflies are in the daytime.,both,both,both,both
37,Both butterflies are in the presence of greenery.,both,both,both,both
37,Both butterflies are in the presence of flowers.,both,both,both,both
38,Both scenes have a city environment.,text,both,both,both
38,Both scenes have buildings of different designs and sizes.,text,both,both,both
38,Both scenes have a sky filled with clouds.,text,both,both,both
38,Both scenes have cars traveling on roads.,text,both,one,both
38,Both scenes have a bridge in the background.,text,one,one,both
38,Both images show a cityscape with multiple buildings of varying heights.,image,both,both,both
38,The buildings are predominantly glass and steel structures.,image,both,both,both
38,"The city is situated near a body of water, which is visible in both images.",image,both,both,both
38,"The sky is a significant element in both images, with clouds present in both.",image,both,both,both
38,"The time of day is different in each image, with one showing a bright sky and the other a sunset.",image,both,both,both
38,Both scenes show a city environment with tall buildings.,both,both,both,both
38,There are roads in between the buildings in both scenes.,both,both,one,both
38,Both scenes have a bridge in the background.,both,one,one,both
38,The sky is filled with clouds in both scenes.,both,both,both,both
38,"The sun is visible in both scenes, with one scene showing a sunset and the other showing a bright sun.",both,both,both,both
39,Both scenes feature palm trees.,text,both,one,both
39,"The palm trees have long, slender stems.",text,both,both,both
39,The palm leaves are green.,text,both,both,both
39,The sun is shining on the palm leaves.,text,both,both,both
39,There are dried leaves on the palm trees.,text,both,one,both
39,"Both images feature palm trees, which are characterized by their long, slender leaves that grow from a central stem.",image,both,one,both
39,"The leaves of the palm trees in both images are green, indicating that the photos were likely taken during a time of year when the trees are actively growing.",image,both,both,both
39,"The trees are surrounded by other vegetation, including smaller plants and possibly other types of trees, which suggests that both images were taken in a natural, undisturbed environment.",image,both,both,both
39,"The lighting in both images is bright and natural, with sunlight filtering through the leaves and casting shadows on the ground, indicating that the photos were taken outdoors during the day",image,both,both,both
39,Both scenes feature palm trees with green leaves.,both,both,both,both
39,The sunlight is shining on the leaves in both scenes.,both,both,both,both
39,There are dried leaves on the trees in both scenes.,both,both,one,both
39,The trees are surrounded by other vegetation in both scenes.,both,both,both,both
39,The background of both scenes is shaded and dark.,both,both,both,both
40,Both scenes feature a ceiling fan with five blades.,text,both,both,both
40,Both scenes have a white light fixture in the center of the fan.,text,one,one,both
40,Both scenes have a shadow cast by the fan blades onto the ceiling.,text,both,one,both
40,Both scenes have a white ceiling.,text,both,both,both
40,"Both scenes have a light source coming from the top left corner, out of view.",text,both,both,both
40,Both images show a black ceiling fan with five blades.,image,one,both,both
40,The fan blades are of the same design and color in both images.,image,both,both,both
40,The light fixture is white in both images.,image,both,both,both
40,The fan is mounted on the same type of ceiling in both images.,image,one,both,both
40,The fan is positioned in the same location on the ceiling in both images.,image,one,both,both
40,Both scenes have a black ceiling fan with five blades.,both,one,both,both
40,Both scenes have a white light fixture in the center of the fan.,both,one,one,both
40,Both scenes have a white ceiling.,both,both,both,both
40,Both scenes have a shadow cast by the fan blades.,both,both,one,both
40,"Both scenes have a light source, although the light is not on in the first scene.",both,both,both,both
41,Both scenes are outdoor settings.,text,both,both,both
41,Both scenes have a table as a central element.,text,both,both,both
41,Both scenes have a beverage as a main focus.,text,both,both,both
41,Both scenes have a shadow cast by the main object (bowl or glasses).,text,both,both,both
41,Both scenes have a background that includes a concrete or cement floor.,text,both,both,both
41,Both images feature beverages in glasses.,image,both,both,both
41,The beverages are both brown in color.,image,both,both,both
41,The beverages are served with a straw.,image,unknown,one,one
41,The beverages are topped with whipped cream.,image,both,both,both
41,"The setting is outdoors, as indicated by the presence of a bench and a wooden table.",image,both,both,both
41,Both scenes are outdoors.,both,both,both,both
41,Both scenes have a table with a wooden surface.,both,both,both,both
41,Both scenes have a beverage in a glass.,both,both,both,both
41,Both scenes have a spoon.,both,one,one,one
41,Both scenes have a shadow cast by the bowl or glass.,both,both,one,both
42,Both scenes have a sign with red text.,text,both,both,both
42,Both signs are attached to a wooden structure.,text,one,both,both
42,Both signs are placed near a path.,text,both,both,both
42,Both scenes have a natural element (river and forest).,text,both,both,both
42,Both scenes have a clear sky.,text,both,both,both
42,Both signs are rectangular with a white background and red lettering.,image,both,both,both
42,Both signs are mounted on wooden posts.,image,one,both,both
42,Both signs are placed in outdoor settings.,image,both,both,both
42,Both signs are warning signs.,image,both,both,both
42,Both signs are placed near water bodies.,image,one,one,both
42,Both scenes have a warning sign with red text.,both,both,both,both
42,Both signs are attached to wooden mounts.,both,both,both,both
42,Both signs are placed near a body of water.,both,one,both,both
42,Both scenes have a natural setting with trees and rocks.,both,both,both,both
42,Both signs are placed on a path or walkway.,both,both,both,both
43,Both scenes are close-up shots.,text,both,both,both
43,Both scenes have a main subject that is a character or statue.,text,both,both,both
43,Both scenes have a background with buildings.,text,both,both,both
43,Both scenes have a color scheme that includes red.,text,both,both,both
43,"Both scenes have a sense of movement or action, with the pig balloon in the parade and the frog statue peeking over the building roof.",text,both,both,both
43,Both figures are large and inflatable.,image,both,both,both
43,Both figures are designed to be humorous and entertaining.,image,both,both,both
43,Both figures are part of a parade or public display.,image,one,both,both
43,"Both figures are attached to a structure, likely for stability.",image,both,both,both
43,Both figures have a friendly and approachable appearance.,image,one,both,both
43,Both scenes have a large inflatable or statue of an animal.,both,both,both,both
43,"Both animals have a distinct facial feature, the pig has a white bow and the frog has a black eye patch.",both,both,both,both
43,"Both animals have a hook, the pig has a red polka dot bow and the frog has a silver hook.",both,both,one,both
43,Both animals have a smile on their face.,both,one,one,both
43,"Both animals have a large body part visible, the pig has a large ear and the frog has a large head.",both,both,both,both
44,Both scenes feature a vehicle with a design on it.,text,both,both,both
44,"Both scenes have a reference to ""Hot Wheels"" on the vehicle.",text,both,both,both
44,Both scenes have a vehicle with a distinctive shape.,text,both,both,both
44,Both scenes have a vehicle with a color scheme that includes orange.,text,both,both,both
44,Both scenes have a vehicle with a design on the back side.,text,both,both,both
44,Both trucks are large and have oversized tires.,image,both,both,both
44,Both trucks are designed for off-road use.,image,both,both,both
44,Both trucks have a rugged and aggressive appearance.,image,both,both,both
44,Both trucks are equipped with a roll cage for safety.,image,one,one,both
44,Both trucks have a high ground clearance to navigate rough terrain.,image,both,both,both
44,Both scenes have monster trucks as the main subject.,both,one,both,both
44,"Both trucks have large, oversized tires.",both,both,both,both
44,Both trucks have a design or pattern on the side of the truck.,both,both,both,both
44,Both trucks have a name or word written on the side of the truck.,both,both,both,both
44,Both trucks are in a setting that is related to monster truck events or shows.,both,both,both,both
45,Both scenes feature a small rodent in a confined space.,text,both,both,both
45,Both rodents have light pink hands and light pink ears.,text,one,one,both
45,Both rodents have a pale beige tail covered in light brown hairs.,text,one,one,both
45,Both rodents have a clear bottle with a royal blue cap and a silver pole to drink from.,text,one,one,both
45,Both scenes have a white vent behind the rodent.,text,both,one,both
45,"Both images feature animals in a controlled environment, likely a laboratory setting.",image,both,both,both
45,"The animals are both rodents, with the left image featuring a rat and the right image featuring a mouse.",image,both,both,both
45,Both animals are in a cage with a water bottle attached to the side.,image,both,both,both
45,"The cages have a similar design, with a metal grate and a white wall.",image,one,both,both
45,"The bedding material in both cages is similar, with shredded paper or wood chips.",image,both,both,both
45,"Both animals are in a resting or sleeping position, with their eyes closed.",image,both,both,both
45,"The lighting in both images is bright and artificial, suggesting an indoor setting.",image,both,both,both
45,Both animals are in cages with a clear glass wall.,both,both,both,both
45,Both cages have a water bottle with a blue cap.,both,both,one,both
45,Both animals have light pink hands and light pink ears.,both,one,one,both
45,Both animals have a pale beige tail.,both,one,one,both
45,Both animals are sitting on a pile of bedding material.,both,one,both,both
46,Both scenes feature green water.,text,both,both,both
46,Both scenes have fish in the water.,text,both,one,both
46,Both scenes have ripples in the water.,text,both,both,both
46,Both scenes have reflections in the water.,text,both,both,both
46,Both scenes have sunlight shining on the water.,text,both,one,both
46,Both images show a body of water with a greenish hue.,image,both,both,both
46,The water appears murky and dirty.,image,both,both,both
46,There are reflections visible on the water's surface.,image,both,both,both
46,"The water's surface is disturbed, with ripples and waves.",image,both,both,both
46,"There are floating objects in the water, such as leaves and debris.",image,both,both,both
46,Both scenes have green water.,both,both,one,both
46,Both scenes have fish in the water.,both,both,one,both
46,Both scenes have ripples in the water.,both,both,both,both
46,Both scenes have reflections on the water.,both,both,both,both
46,Both scenes have sunlight shining on the water.,both,both,one,both
47,Both scenes feature a fire truck.,text,both,both,both
47,Both scenes have a yellow line on the vehicle.,text,one,one,both
47,Both scenes have a red and yellow color scheme.,text,both,both,both
47,Both scenes have a building in the background.,text,one,one,both
47,Both scenes have a road or sidewalk in the background.,text,both,both,both
47,Both images feature a fire truck.,image,both,both,both
47,The fire trucks are parked on the side of the road.,image,both,both,both
47,The fire trucks have a red and yellow color scheme.,image,both,both,both
47,"The fire trucks have a large, reflective surface on the back.",image,both,both,both
47,The fire trucks have a ladder on the back.,image,one,both,one
47,"The fire trucks have a large, black tire.",image,one,both,both
47,The fire trucks have a red light on the back.,image,both,both,both
47,The fire trucks have a white stripe on the side.,image,one,both,both
47,The fire trucks have a number on the side.,image,both,both,both
47,The fire trucks have a logo on the side.,image,both,both,both
47,Both fire trucks are red and yellow.,both,one,one,one
47,Both fire trucks have chrome accents.,both,one,one,both
47,Both fire trucks have hoses on the back side.,both,both,one,both
47,Both fire trucks have a silver bumper.,both,one,one,both
47,Both fire trucks have a cab and a back side visible.,both,both,one,both
48,Both scenes involve basketballs.,text,both,one,both
48,Both scenes have a cage or goal for the basketballs.,text,both,one,both
48,Both scenes have a net for the basketballs.,text,one,one,one
48,Both scenes have a fence in the background.,text,one,one,both
48,Both scenes have a sky in the background.,text,one,both,both
48,Both images feature sports equipment.,image,both,both,both
48,The equipment is stored in a way that suggests it is not currently in use.,image,both,both,both
48,The equipment is located outdoors.,image,both,one,both
48,The equipment is made of materials that are durable and weather-resistant.,image,both,both,both
48,The equipment is used for team sports.,image,both,both,both
48,Both scenes contain basketballs.,both,both,one,both
48,Both scenes have a cage or enclosure for the balls.,both,both,one,both
48,Both scenes have a fence in the background.,both,one,one,both
48,Both scenes have a sky in the background.,both,one,both,both
48,"Both scenes have a price tag, although the content of the price tag is different.",both,both,one,both
49,"Both scenes have a sign that says ""POW!""",text,both,both,both
49,Both signs are attached to a railing or shelf.,text,both,both,both
49,Both signs have a shadow being cast on a wooden surface.,text,both,both,both
49,Both signs have a jagged bubble around the letters.,text,both,both,both
49,Both signs have a black outline around the letters.,text,both,one,both
49,Both signs are designed to represent the sound of an explosion or a powerful impact.,image,both,both,both
49,"Both signs use bold, block letters to convey their message.",image,both,both,both
49,"Both signs are colored in primary colors (red, blue, and yellow).",image,both,both,both
49,"Both signs have a three-dimensional effect, with the letters and background appearing to pop out from the surface.",image,both,both,both
49,"Both signs are mounted on a wall, with the left sign attached to a wooden surface and the right sign attached to a green wall.",image,both,both,both
49,"Both signs say ""POW"" and are onomatopoeias.",both,both,both,both
49,Both signs have a shadow on the wooden surface behind them.,both,both,one,both
49,Both signs have a jagged bubble around the letters.,both,both,both,both
49,Both signs have a black outline around the letters.,both,both,one,both
49,Both signs are attached to a wooden surface.,both,both,both,both
50,Both scenes feature a red fire hydrant.,text,both,both,both
50,Both scenes have a chain attached to the fire hydrant.,text,both,one,both
50,Both scenes have a fire lane painted curb in front of the fire hydrant.,text,both,both,both
50,Both scenes have white text on the curb in front of the fire hydrant.,text,both,one,both
50,Both scenes have a sidewalk in the background.,text,both,both,both
50,Both images feature a fire hydrant.,image,both,one,both
50,Both images have a red painted curb.,image,one,both,both
50,The red paint on the curb is the same shade in both images.,image,both,both,both
50,The fire lane is marked with the same white lettering in both images.,image,both,both,both
50,The grass in both images is green and appears to be well-maintained.,image,both,both,both
50,Both scenes have a red fire hydrant with a chain on each side.,both,both,one,both
50,Both scenes have a painted curb in front of the fire hydrant.,both,both,both,both
50,"Both scenes have the text ""FIRE LANE NO PARKING"" on the curb.",both,both,both,both
50,Both scenes have a sidewalk in the background.,both,both,both,both
50,Both scenes have a building in the background.,both,one,one,both
51,Both scenes feature a chalkboard sign with a wooden frame.,text,both,both,both
51,Both scenes have a sun ray or natural light source.,text,both,one,both
51,Both scenes have a handwritten message on the chalkboard.,text,both,one,both
51,Both scenes have a background that includes a natural element (wood planks and grass/rock path).,text,both,both,both
51,"Both scenes have a sense of casualness or informality, as indicated by the handwritten messages and the natural setting.",text,both,both,both
51,Both signs are chalkboards.,image,both,both,both
51,Both signs are used for food service.,image,both,both,both
51,Both signs are outdoors.,image,one,both,both
51,Both signs have a rustic appearance.,image,both,both,both
51,Both signs have a handwritten style.,image,both,both,both
51,Both signs are made of chalkboard and have a wooden frame.,both,both,both,both
51,Both signs have a menu or list of items.,both,both,one,both
51,Both signs have a handwritten style.,both,both,both,both
51,Both signs have a rustic or vintage feel.,both,both,both,both
51,Both signs have a natural outdoor setting.,both,one,both,both
52,Both scenes have a natural setting with plants and trees.,text,both,both,both
52,Both scenes have a man-made object that is rusted and in ruins.,text,both,one,both
52,Both scenes have a bench that is surrounded by plants.,text,one,both,both
52,Both scenes have a wall or barrier around the main area.,text,both,one,both
52,Both scenes have a large metal structure in the background.,text,one,one,both
52,"Both images feature wooden elements, with the left image having a wooden table and the right image having a wooden bench.",image,one,both,both
52,"Both images have a natural setting, with the left image having a garden and the right image having a forest.",image,both,both,both
52,"Both images have a rustic aesthetic, with the left image having a stone wall and the right image having a wooden bench.",image,both,both,both
52,"Both images have a serene atmosphere, with the left image having a peaceful garden and the right image having a quiet forest.",image,both,both,both
52,"Both images have a sense of solitude, with the left image having a single table and the right image having a single bench.",image,one,both,both
52,Both scenes have a natural setting with trees and plants.,both,both,both,both
52,"There is a bench in both scenes, one made of wood and the other made of metal.",both,one,one,both
52,"Both scenes have a structure that is in ruins, one is a metal structure and the other is a wooden structure.",both,both,both,both
52,"Both scenes have a statue, one is a human statue and the other is a stone statue.",both,both,one,both
52,"Both scenes have a wall made of bricks, one is a low wall and the other is a high wall.",both,both,both,both
53,Both scenes have a metal structure in the foreground.,text,both,one,both
53,Both scenes have a section with wires and antennas.,text,both,one,both
53,Both scenes have a section with more antennas around it.,text,one,one,both
53,Both scenes have a city skyline in the distance.,text,one,one,both
53,Both scenes have a light blue sky with clouds.,text,both,both,both
53,Both images feature a tower structure.,image,both,one,both
53,Both towers are tall and slender.,image,both,both,both
53,Both towers are located in open areas.,image,both,one,both
53,Both towers are situated in rural or semi-rural settings.,image,both,one,both
53,Both towers have a vertical orientation.,image,both,both,both
53,Both scenes have a road with a vehicle on it.,both,one,both,both
53,"Both scenes have a tower, one is a cell tower and the other is a water tower.",both,both,both,both
53,"Both scenes have a fence, one is a white picket fence and the other is not specified.",both,one,both,both
53,Both scenes have a sky with clouds.,both,both,both,both
53,"Both scenes have a building, one is a skyscraper and the other is not specified.",both,both,both,both
54,"Both scenes have a sign with the message ""Please Do Not Enter"".",text,one,one,one
54,Both scenes have a white background.,text,one,both,both
54,Both scenes have a border around the main object.,text,both,one,both
54,Both scenes have a sign with a black border.,text,both,both,both
54,Both scenes have a sign with a message.,text,both,both,both
54,Both images feature a window and a door.,image,both,both,both
54,The window and door are both located on the same wall.,image,one,both,both
54,The window and door are both framed in wood.,image,both,both,both
54,The window and door are both white in color.,image,one,one,both
54,The window and door are both located in a bathroom setting.,image,one,both,both
54,"Both scenes have a sign with the message ""Please Do Not"" on it.",both,both,both,both
54,Both signs have a black border around them.,both,both,one,both
54,Both signs are placed on a wall.,both,both,both,both
54,Both signs have a message related to restrictions or prohibitions.,both,both,both,both
54,Both scenes have a white wall as a background.,both,both,both,both
55,Both scenes have a musical theme.,text,both,one,both
55,Both scenes have a counter.,text,one,one,both
55,Both scenes have a mirror.,text,one,one,both
55,Both scenes have pictures on the wall.,text,both,both,both
55,Both scenes have a sign with white text.,text,one,both,both
55,Both images show a bar setting with a counter and a variety of bottles on display.,image,one,both,both
55,The presence of a piano in both images suggests a musical element to the establishment.,image,both,both,both
55,"The use of warm lighting, such as red lights and candles, creates a cozy and inviting atmosphere in both images.",image,one,both,both
55,"The decor includes framed pictures and artwork, contributing to the establishment's character and ambiance.",image,both,both,both
55,"The overall layout of the bar, with seating and a counter, is consistent in both images.",image,one,both,both
55,Both scenes have a bar setting.,both,one,both,both
55,Both scenes have a counter.,both,one,one,both
55,Both scenes have a mirror.,both,one,one,both
55,Both scenes have a wall with pictures.,both,both,both,both
55,Both scenes have a light source.,both,both,both,both
56,Both scenes have a clear blue sky in the background.,text,both,both,both
56,Both scenes have a light source that is barely visible.,text,both,one,both
56,Both scenes have a dark green pole or frame.,text,one,one,both
56,Both scenes have a bush or shrubbery in the foreground.,text,both,one,both
56,Both scenes have a building or structure in the background.,text,both,one,both
56,Both lamps are mounted on poles.,image,both,both,both
56,Both lamps have a glass enclosure.,image,one,one,both
56,Both lamps are designed to illuminate the surrounding area.,image,both,both,both
56,"Both lamps have a similar shape, with a rounded top and a flat base.",image,both,both,both
56,Both lamps are situated outdoors.,image,both,both,both
56,Both scenes feature a streetlight.,both,both,one,both
56,Both streetlights have a dark green pole.,both,one,one,both
56,Both streetlights have a lantern at the top.,both,both,one,both
56,Both lanterns have glass sides.,both,one,one,both
56,Both lanterns have metal frames at the corners.,both,one,one,both
56,Both lanterns have a dark green metal top.,both,one,one,both
56,Both scenes have a clear blue sky in the background.,both,both,both,both
56,Both scenes have a bush or shrubbery in the foreground.,both,both,one,both
56,Both scenes have a building in the background.,both,one,one,both
56,Both scenes have a light source in the lantern.,both,both,both,both
57,Both scenes have a table with a black cloth over it.,text,both,both,both
57,Both scenes have medals on the table.,text,both,both,both
57,Both scenes have ribbons on the medals.,text,both,both,both
57,Both scenes have flags in the background.,text,both,one,both
57,Both scenes have a binder in the background.,text,one,one,both
57,All items are related to awards or recognition.,image,both,both,both
57,The items are displayed on a table.,image,both,both,both
57,The table is covered with a black cloth.,image,both,both,both
57,The items are organized in a symmetrical manner.,image,one,both,both
57,The items are placed in a way that suggests they are part of a ceremony or event.,image,both,both,both
57,Both scenes have medals on a table with ribbons.,both,both,both,both
57,The medals in both scenes are gold.,both,both,both,both
57,The ribbons in both scenes are different colors.,both,both,both,both
57,The tablecloth in both scenes is black.,both,both,both,both
57,"The year ""2022"" is visible on the medals in both scenes.",both,both,both,both
58,Both scenes have a blue element in them.,text,both,both,both
58,Both scenes have a green element in them.,text,both,both,both
58,Both scenes have a painted element in them.,text,both,both,both
58,Both scenes have a square element in them.,text,both,one,both
58,Both scenes have a line element in them.,text,both,both,both
58,Both images feature a blue color prominently.,image,both,both,both
58,Both images have a white outline around the central figure.,image,one,one,both
58,Both images have a white background.,image,one,one,both
58,Both images have a central figure that is a letter or symbol.,image,both,both,both
58,Both images have a red color used in the central figure.,image,one,one,both
58,Both scenes have a blue color theme.,both,both,both,both
58,Both have a green background.,both,both,both,both
58,Both have a blue tarp or paint.,both,both,both,both
58,"Both have a large letter ""W"" on them.",both,one,both,both
58,Both have a red and white bird on them.,both,one,one,both
59,Both scenes have a natural setting with grass and trees.,text,both,both,both
59,Both scenes have a man-made object (wagon and plow) as the main focus.,text,both,both,both
59,Both scenes have a road or path in the background.,text,one,one,both
59,Both scenes have a sky in the background.,text,both,both,both
59,Both scenes have shadows cast by the main object.,text,both,one,both
59,"Both images feature a wagon or cart, which is a common element in rural settings.",image,both,both,both
59,"The wagons are positioned in open fields, suggesting a connection to agriculture or farming.",image,both,both,both
59,"The presence of trees and grass indicates a natural, outdoor environment.",image,both,both,both
59,"Both images have a clear blue sky, which is typical of sunny, rural landscapes.",image,both,both,both
59,"The shadows cast by the wagons and trees suggest that the photos were taken during the same time of day, possibly in the late afternoon.",image,both,both,both
59,Both scenes are set in a rural area with grass and trees.,both,both,both,both
59,Both scenes have a metal object as the main focus.,both,both,both,both
59,Both scenes have a shadow cast by the object.,both,both,one,both
59,Both scenes have a clear blue sky in the background.,both,one,both,both
59,Both scenes have a wooden pole in the grass.,both,one,one,both
60,Both scenes have a wall as a prominent feature.,text,both,both,both
60,Both scenes have text painted on the wall.,text,both,both,both
60,Both scenes have a layer of color on the wall.,text,both,one,both
60,Both scenes have a darker shade of the color on the wall.,text,both,one,both
60,Both scenes have a lighter shade of the color on the wall.,text,both,one,both
60,"Both images feature the word ""ROAD"" prominently displayed.",image,one,both,both
60,"The letters are in a similar font style, with a bold and blocky appearance.",image,both,both,both
60,The color of the letters is black in both images.,image,both,both,both
60,The background color of the letters is white in both images.,image,both,both,both
60,"The letters are arranged in a similar manner, with ""HARDWOOD"" on the left and ""ROAD"" on the right.",image,both,both,both
60,Both scenes have a wall with text painted on it.,both,both,both,both
60,Both scenes have a black drop shadow on the text.,both,one,one,both
60,Both scenes have a blue sky in the background.,both,one,both,both
60,Both scenes have a black electrical line visible.,both,one,one,both
60,Both scenes have a chimney pipe visible on the roof.,both,one,one,both
61,Both scenes feature a butterfly or butterfly-related imagery.,text,both,both,both
61,Both scenes have a close-up view of the subject.,text,both,both,both
61,Both scenes have a focus on the details of the subject.,text,both,both,both
61,Both scenes have a naturalistic color palette.,text,both,both,both
61,Both scenes have a sense of delicacy and fragility.,text,both,both,both
61,Both images feature a butterfly.,image,one,one,both
61,The butterfly in both images is colorful.,image,both,both,both
61,The butterfly in both images has a similar shape and pattern.,image,both,both,both
61,Both images are related to the life cycle of a butterfly.,image,both,both,both
61,Both images are displayed on a wooden surface.,image,one,both,both
61,"Both scenes feature a butterfly, one as a tattoo and the other as a caterpillar.",both,both,both,both
61,Both butterflies have black antennae.,both,both,one,both
61,"Both butterflies have wings, although the tattooed butterfly has two small wings on the sides and two large wings on the top, while the caterpillar has no wings.",both,both,both,both
61,"Both butterflies have colorful markings, with the tattooed butterfly having blue, green, and purple markings, and the caterpillar having yellow, black, and white stripes.",both,both,both,both
61,"Both butterflies are on a surface, with the tattooed butterfly on a wooden surface and the caterpillar on a person's hand.",both,both,both,both
62,Both scenes involve chalk writing on a concrete surface.,text,both,both,both
62,"The letters are written in a similar manner, with two letters next to each other.",text,both,both,both
62,"The letters are written in a similar color, with one scene using purple chalk and the other using pale blue chalk.",text,both,both,both
62,Both scenes have debris on the concrete surface.,text,one,one,both
62,Both scenes have faded chalk markings on the concrete surface.,text,one,both,both
62,Both images feature chalk writing on a concrete surface.,image,both,both,both
62,The chalk writing is in a cursive style.,image,one,both,both
62,The letters are written in a similar size and spacing.,image,both,both,both
62,The chalk is purple in color.,image,one,both,one
62,"The writing is done in a single line, without any breaks or interruptions.",image,both,both,both
62,Both scenes involve chalk writing on a cement surface.,both,both,both,both
62,"The letters are written in a casual, hand-written style.",both,both,both,both
62,"The letters are written in a sequence, with each letter next to the other.",both,both,both,both
62,The letters are written in a way that they can be read from left to right.,both,both,both,both
62,The letters are written in a way that they can be read from top to bottom.,both,both,both,both
63,Both scenes have an animal as the main subject.,text,both,both,both
63,Both animals have been labeled with text to identify their body parts.,text,one,one,both
63,Both animals have a worn-out appearance.,text,both,both,both
63,"Both animals are attached to a structure (pig to a wall, goat to a fence).",text,one,both,both
63,Both animals have a rust-colored tail.,text,one,both,both
63,Both images feature a pig and a goat.,image,one,one,both
63,"The pig and goat are both depicted in a stylized, cut-out form.",image,both,both,both
63,"The pig is shown with a detailed cut-out of its body parts, while the goat is shown with a more simplified cut-out.",image,both,both,both
63,Both animals are mounted on a wall.,image,one,both,one
63,"The pig is mounted on a white wall, while the goat is mounted on a wooden wall.",image,one,both,both
63,The pig is mounted higher on the wall than the goat.,image,one,both,both
