dataset_idx,statement,generated_with,eval_text,eval_image,eval_both,unique_k
18,"Presence of trees: Both scenes feature trees, with the first scene showing multiple trees in the background and the second scene depicting a treeline.",text,both,both,both,18_0_0
18,"Vertical orientation: The trees in both scenes are oriented vertically, with the main tree in the first scene running vertically, and the trees in the second scene forming a treeline.",text,both,both,both,18_0_2
18,"Presence of leaves/blooms: The first scene shows light yellow leaves on the small tree, while the second scene depicts a tree covered in small white blooms.",text,both,both,both,18_0_4
18,"Grassy environment: Both scenes feature a grassy area, with the first scene showing a green grass field and the second scene depicting a grassy area in front of the treeline.",text,both,both,both,18_0_6
18,"Presence of natural lighting: Both scenes are set during the daytime, with natural lighting visible in the form of a light gray, cloudy sky in the first scene and bright, unblocked sunlight in the second scene.",text,both,both,both,18_0_8
18,"Both images depict a wooded, natural setting with trees and greenery.",image,both,both,both,18_1_0
18,Both images show trees with white or light-colored flowers blooming on the branches.,image,both,both,both,18_1_1
18,"Both images have a grassy, open area in the foreground.",image,both,both,both,18_1_2
18,Both images have a fence or wooden structure visible in the scene.,image,one,both,both,18_1_3
18,"The overall composition and perspective of the two images are quite similar, capturing a serene, springtime landscape.",image,both,both,both,18_1_4
18,"Both scenes feature trees - in the first scene there are multiple trees in the background, while in the second scene there is a prominent flowering tree in the foreground.",both,both,both,both,18_2_0
18,"Both scenes have a grassy area in the foreground, with tall green grass visible.",both,both,both,both,18_2_2
18,"The sky is visible in both scenes, with a cloudy, overcast sky in the first scene and a clear blue sky in the second.",both,both,both,both,18_2_4
18,There are wooden elements present in both scenes - the ladder in the second scene and the fence in the background.,both,both,both,both,18_2_6
18,"The scenes both have a sense of depth, with elements in the foreground, middle ground, and background.",both,both,both,both,18_2_8
19,"Both scenes feature a green insect, specifically a grasshopper in the first scene and a broad-winged katydid in the second scene.",text,both,both,both,19_0_0
19,Both insects have a similar green coloration that helps them blend in with their surroundings.,text,both,both,both,19_0_1
19,"Both insects have long, thin legs, with the rear legs being longer than the front legs.",text,both,both,both,19_0_2
19,"Both insects have a distinct head shape, with two thin antennae protruding from the top of the head.",text,both,both,both,19_0_3
19,"The background in both scenes is blurred, with the focus being on the insect itself.",text,both,both,both,19_0_4
19,"Both images feature a green insect, specifically a grasshopper or katydid.",image,both,both,both,19_1_0
19,The insects in both images have a similar green coloration that helps them blend in with their surroundings.,image,both,both,both,19_1_1
19,"The insects in both images have elongated, leaf-like bodies and legs, which is a common characteristic of grasshoppers and katydids.",image,both,both,both,19_1_2
19,"The insects in both images appear to be resting on or near a surface, such as a window frame or a human hand.",image,both,both,both,19_1_3
19,"The backgrounds in both images suggest a natural, outdoor environment, with blurred foliage or vegetation visible.",image,both,both,both,19_1_4
19,"Both images depict a green insect, specifically a grasshopper or katydid, sitting on a surface.",both,both,both,both,19_2_0
19,"The insects in both images have a green, leaf-like appearance that helps them camouflage.",both,both,both,both,19_2_1
19,"The insects have long, thin legs that are visible in both images.",both,both,both,both,19_2_2
19,"The background in both images is blurred, creating a focus on the insect in the foreground.",both,both,both,both,19_2_3
19,"The insects are shown in a close-up or medium-close-up view, allowing for detailed observation of their features.",both,both,both,both,19_2_4
20,Both scenes feature mosaic tile art on a white tiled wall.,text,both,both,both,20_0_0
20,The mosaic art in both scenes is of an animal-like figure (a caterpillar in Scene 1 and a bat in Scene 2).,text,both,both,both,20_0_1
20,"The tiles used in the mosaic art in both scenes include a variety of colors such as yellow, orange, black, brown, gray, and red.",text,both,both,both,20_0_2
20,Both scenes have a visible grout or space between the individual tiles that make up the mosaic art.,text,both,both,both,20_0_3
20,"Both scenes have additional elements on the wall, such as a number in Scene 2 and random smears and splotches in Scene 1.",text,both,both,both,20_0_4
20,Both images feature mosaic artwork made up of small tiles or pieces.,image,both,both,both,20_1_0
20,The mosaic artwork in both images has a circular or spiral design.,image,one,one,one,20_1_1
20,"The color palettes used in the mosaics are similar, featuring warm tones like oranges, yellows, and browns.",image,both,both,both,20_1_2
20,The mosaics are displayed on a tiled wall or surface.,image,both,both,both,20_1_3
20,The mosaics appear to be decorative or artistic installations rather than functional elements.,image,both,both,both,20_1_4
20,Both scenes feature mosaic artwork on a white tiled wall.,both,both,both,both,20_2_0
20,The mosaic artwork in both scenes is composed of small square tile pieces of various colors.,both,both,both,both,20_2_1
20,The mosaic artwork in both scenes depicts an animal - a caterpillar in the first scene and a bat in the second scene.,both,both,one,both,20_2_2
20,"Both scenes have additional elements on or near the wall, such as a number in the second scene and a vent in the first scene.",both,both,both,both,20_2_3
20,"The walls in both scenes appear to be in a similar setting, potentially a bathroom or other indoor space with tile walls.",both,both,both,both,20_2_4
21,"Both scenes feature wooden elements, such as the wooden wall beam in Scene 1 and the brown wooden wall in Scene 2.",text,both,both,both,21_0_0
21,"Both scenes include nails or nail-like elements, with the nails around the wooden wall beam in Scene 1 and the nails on the wagon wheel in Scene 2.",text,both,both,both,21_0_1
21,"Both scenes incorporate western or rural themes, with the horse-shaped decorations on the sign in Scene 1 and the wagon wheel and cowboy relief in Scene 2.",text,both,both,both,21_0_2
21,"Both scenes have a sense of rustic or vintage charm, with the weathered and textured wooden surfaces.",text,both,both,both,21_0_3
21,"Both scenes include elements that suggest a sense of movement or action, with the horses on the sign in Scene 1 and the bucking horse in the cowboy relief in Scene 2.",text,both,both,both,21_0_4
21,"Both images feature rustic, wooden backgrounds with a weathered appearance.",image,both,both,both,21_1_0
21,"Both images contain metal or metal-like decorative elements - the ""Welcome"" sign in the first image and the wagon wheel in the second image.",image,both,both,both,21_1_1
21,Both images incorporate animal-themed decorative elements - the horse silhouette in the first image and the horse figure in the second image.,image,both,both,both,21_1_2
21,"The color palettes in both images are muted, earthy tones, creating a cohesive, rustic aesthetic.",image,both,both,both,21_1_3
21,"Both images have a sense of vintage or antique charm, with the use of distressed materials and traditional design elements.",image,both,both,both,21_1_4
21,"Both scenes feature wooden elements, such as the wooden wall beam in the first scene and the brown wooden wall in the second scene.",both,both,both,both,21_2_0
21,"Both scenes include metal or metallic elements, such as the metallic sign in the first scene and the metal nails around the wagon wheel in the second scene.",both,both,both,both,21_2_1
21,"Both scenes incorporate western or cowboy-themed imagery, such as the horse shapes on the sign in the first scene and the cowboy riding a bucking horse in the second scene.",both,both,both,both,21_2_2
21,"Both scenes feature circular or wheel-like objects, such as the horse shapes on the sign in the first scene and the wagon wheel in the second scene.",both,both,both,both,21_2_3
21,"Both scenes include elements that appear to be decorative or ornamental, such as the cut-out text on the sign in the first scene and the red and white checkered tablecloth in the second scene.",both,both,both,both,21_2_4
22,Both scenes depict vehicles parked in a parking lot or parking area.,text,both,both,both,22_0_0
22,"Both scenes show vehicles with their hoods open, indicating some kind of maintenance or repair work being done.",text,both,one,one,22_0_1
22,Both scenes include electrical poles and wires in the background.,text,both,both,both,22_0_2
22,"Both scenes have buildings or structures visible in the background, providing a sense of the surrounding environment.",text,both,both,both,22_0_3
22,"Both scenes include a mix of different vehicle makes and models, suggesting a diverse parking area.",text,both,both,both,22_0_4
22,Both images show modified or customized vehicles - the cars have aftermarket parts and accessories that distinguish them from standard production models.,image,one,both,one,22_1_0
22,"The vehicles in both images have a similar sporty, aggressive styling with low, wide stances and distinctive front-end designs.",image,one,one,one,22_1_2
22,"The cars in both images appear to be parked in an outdoor setting, likely a parking lot or similar paved area, with residential buildings visible in the background.",image,both,both,both,22_1_4
22,The vehicles in both images are different makes and models - one appears to be a Nissan and the other a Volkswagen Beetle.,image,both,both,both,22_1_6
22,"The overall color schemes of the vehicles are different, with one being a bright blue and the other a reddish-orange.",image,both,both,both,22_1_8
22,Both scenes depict parked vehicles in a parking lot or parking area.,both,both,both,both,22_2_0
22,"Both scenes show a mix of different vehicle models and colors, including a blue Nissan Sentra and a red Volkswagen Beetle in the second scene, and a black Alfa Romeo Giulia and a blue KIA Optima in the first scene.",both,both,both,both,22_2_1
22,The parking areas in both scenes have visible painted lines and indicators on the ground.,both,both,both,both,22_2_2
22,Both scenes show electrical poles and wires in the background.,both,both,both,both,22_2_3
22,"The second scene shows a cement curb and grass area behind the parked vehicles, similar to the concrete parking area with other partially visible cars in the background of the first scene.",both,both,both,both,22_2_4
23,Both scenes feature a chair placed on a tennis court.,text,both,one,both,23_0_0
23,Both chairs are gray in color.,text,both,both,both,23_0_1
23,Both scenes have a black tennis net in the background.,text,both,both,both,23_0_2
23,Both scenes have a metal fence surrounding the tennis court.,text,both,both,both,23_0_3
23,"Both scenes depict another tennis court visible in the background, separated by the fence.",text,both,both,both,23_0_4
23,Both images show a tennis court with a net and court markings.,image,both,both,both,23_1_0
23,Both images have a black metal chair placed on the court.,image,both,both,both,23_1_1
23,"The chair in both images appears to be the same design - a simple, gray, metal chair.",image,both,both,both,23_1_2
23,The court surface in both images is a similar green color.,image,both,both,both,23_1_3
23,The fencing or netting around the court is the same in both images.,image,both,both,both,23_1_4
23,Both scenes feature a chair on a tennis court.,both,both,both,both,23_2_0
23,Both chairs are gray in color.,both,both,both,both,23_2_1
23,Both chairs are placed near the tennis net.,both,both,one,both,23_2_2
23,Both tennis courts have a metal fence surrounding them.,both,both,both,both,23_2_3
23,Both tennis courts have additional courts visible on the other side of the fences.,both,both,both,both,23_2_4
24,"Both scenes feature chairs - in the first scene, there are two wooden chairs, while in the second scene, there is a weathered wood chair.",text,both,both,both,24_0_0
24,"Both scenes include trash cans - in the first scene, there is a small white plastic trashcan, and in the second scene, there is a broken orange trashcan.",text,both,both,both,24_0_1
24,"Both scenes have a concrete or asphalt surface - in the first scene, there is a dark gray asphalt road, and in the second scene, there is a pale concrete curb.",text,both,both,both,24_0_2
24,"Both scenes have grass areas - in the first scene, there are grass areas on both sides of the walkway, and in the second scene, there is a grass yard behind the chair.",text,both,both,both,24_0_3
24,"Both scenes have weathered or worn elements - in the first scene, the chairs have chipped paint, and in the second scene, the wood chair and the white pole-shaped object on the curb are weathered.",text,both,both,both,24_0_4
24,"Both images contain weathered, wooden chairs or seating.",image,both,both,both,24_1_0
24,"Both images show outdoor settings, with grass and other natural elements visible.",image,both,both,both,24_1_1
24,"There are other objects, such as a trash can or other items, present in the background of both images.",image,both,both,both,24_1_2
24,"The chairs or seating appear to be in a state of disrepair, with visible wear and aging.",image,both,both,both,24_1_3
24,"The overall scenes have a similar rustic, outdoor feel to them.",image,both,both,both,24_1_4
24,"Weathered/Distressed Wooden Furniture: Both scenes feature weathered, distressed wooden furniture - the chairs in the first scene and the chair in the second scene.",both,both,both,both,24_2_0
24,"Presence of Trash Cans: Both scenes include trash cans, with a white plastic trash can in the first scene and a broken orange trash can in the second scene.",both,both,both,both,24_2_2
24,"Outdoor Setting: Both scenes take place in an outdoor setting, with a sidewalk, grass, and other outdoor elements visible.",both,both,both,both,24_2_4
24,"Shaded/Shadowy Areas: The second scene appears to have some shaded or shadowy areas, with objects in the background being less visible.",both,both,both,both,24_2_6
24,"Utilitarian/Functional Objects: The objects in both scenes, such as the chairs, trash cans, and other items, seem to serve a utilitarian or functional purpose rather than being purely decorative.",both,both,both,both,24_2_8
25,Both scenes depict an outdoor setting with a train traveling on a railroad track.,text,both,both,both,25_0_0
25,The railroad track in both scenes is situated on a small mound or rock formation.,text,both,both,both,25_0_1
25,"There is a green grass field visible in both scenes, surrounding the railroad track.",text,both,both,both,25_0_2
25,A silver metal caged fence is present in the foreground or background of both scenes.,text,both,both,both,25_0_3
25,The sky in both scenes is a light blue color with the presence of white clouds.,text,both,both,both,25_0_4
25,Both images show a train or train cars on railroad tracks.,image,both,both,both,25_1_0
25,"The trains/train cars in both images appear to be large, heavy-duty freight trains.",image,both,both,both,25_1_1
25,"The sky in both images is a clear, bright blue color.",image,both,both,both,25_1_2
25,"There is a fence or barrier visible in the foreground of both images, separating the train tracks from the surrounding area.",image,both,both,both,25_1_3
25,"The overall setting in both images appears to be a rural or semi-rural area, with open fields or grassland visible.",image,both,both,both,25_1_4
25,Both scenes depict a train traveling on a railroad track that is situated on a small mound or rock formation.,both,both,both,both,25_2_0
25,"In both scenes, the railroad track is surrounded by a green grass field.",both,both,both,both,25_2_1
25,Both scenes show a silver metal caged fence near the railroad track.,both,both,both,both,25_2_2
25,The sky in both scenes is a light blue color with wispy white clouds.,both,both,both,both,25_2_3
25,The trains in both scenes are pulling multiple cars behind the engine.,both,both,both,both,25_2_4
26,"Both scenes feature two cats, one a gray tabby cat and the other a white Harlequin cat.",text,both,both,both,26_0_0
26,"In both scenes, the cats are facing each other in an indoor setting.",text,both,both,both,26_0_1
26,"The cats are positioned in a confrontational or playful manner, with one cat's paw directed towards the other.",text,both,both,both,26_0_2
26,"The background in both scenes includes a gray sofa or cushion, and a hardwood or gray floor.",text,both,both,both,26_0_3
26,"The scenes appear to be captured from a side or angled view, providing a partial view of the surrounding environment.",text,both,both,both,26_0_4
26,"Both images show cats - a gray and white cat in the first image, and a gray and white cat along with a black and white cat in the second image.",image,both,both,both,26_1_0
26,"The cats in both images appear to be interacting with each other, either playing or investigating one another.",image,both,both,both,26_1_1
26,"The background in both images appears to be a room or indoor setting, with walls and other household elements visible.",image,both,both,both,26_1_2
26,The cats in both images have prominent whiskers that are clearly visible.,image,both,both,both,26_1_3
26,"The cats in both images have alert, attentive expressions as they engage with each other.",image,both,one,both,26_1_4
26,Both scenes feature two cats - a gray tabby cat and a white Harlequin cat.,both,both,both,both,26_2_0
26,"The cats are interacting with each other, either fighting or playing.",both,both,both,both,26_2_1
26,"The cats are positioned on or near a piece of furniture, such as a sofa or cushion.",both,both,both,both,26_2_2
26,"The background includes neutral-colored walls and floors, creating a simple indoor setting.",both,both,both,both,26_2_3
26,"There are additional objects visible in the background, such as boxes, shelves, or electrical outlets, providing context to the indoor scenes.",both,both,both,both,26_2_4
27,Both scenes involve light fixtures or light sources.,text,both,both,both,27_0_0
27,Both scenes feature a white or bright light source.,text,both,both,both,27_0_1
27,Both scenes have a geometric or angular design in the light fixture or surrounding structure.,text,both,both,both,27_0_2
27,"Both scenes have a neutral-colored background, such as a white ceiling or gray wall.",text,both,both,both,27_0_3
27,Both scenes have a sense of minimalism or simplicity in their design.,text,both,both,both,27_0_4
27,Both images show lighting fixtures mounted on the ceiling.,image,one,both,one,27_1_0
27,Both lighting fixtures have a similar black or dark-colored frame or housing.,image,one,both,both,27_1_1
27,Both lighting fixtures have multiple light bulbs or lamps.,image,both,both,both,27_1_2
27,"The lighting fixtures in both images appear to be designed for indoor use, likely in a residential or commercial setting.",image,both,both,both,27_1_3
27,The lighting fixtures in both images have a similar overall shape and style.,image,both,both,both,27_1_4
27,Both scenes feature a light fixture with a light source enclosed in a geometric shape or frame.,both,both,both,both,27_2_0
27,"The light fixtures in both scenes have a similar color scheme, with black/dark metal frames and white/clear glass or shades.",both,both,both,both,27_2_1
27,The lighting in both scenes appears to be providing illumination to the surrounding indoor space.,both,both,both,both,27_2_2
27,"Both light fixtures are mounted on the ceiling or wall, suggesting they are intended for overhead or ambient lighting.",both,both,both,both,27_2_3
27,"The lighting in both scenes creates distinct shadow patterns on the surrounding surfaces, indicating the directionality and intensity of the light.",both,both,both,both,27_2_4
28,Both scenes depict a white yacht or boat.,text,both,both,both,28_0_0
28,Both scenes show the boats have multiple black-tinted windows.,text,both,both,both,28_0_1
28,"Both scenes feature the boats sitting on a body of water, with reflections visible.",text,both,both,both,28_0_2
28,Both scenes include trees or vegetation in the background.,text,both,both,both,28_0_3
28,Both scenes have some form of utility poles or light posts visible.,text,both,both,both,28_0_4
28,"Both images show large, luxurious yachts or boats docked in a marina or harbor setting.",image,both,both,both,28_1_0
28,"The boats in both images have a similar sleek, modern design with a white exterior color.",image,both,both,both,28_1_1
28,"The boats in both images appear to be of a similar size and scale, suggesting they are comparable in terms of size and capacity.",image,both,both,both,28_1_2
28,"The surrounding environment in both images includes trees, vegetation, and other infrastructure typical of a marina or harbor area.",image,both,both,both,28_1_3
28,"The water in both images is calm and reflective, creating a serene and picturesque setting for the boats.",image,both,both,both,28_1_4
28,"Both scenes depict large, white luxury yachts floating on a body of water.",both,both,both,both,28_2_0
28,Both yachts have multiple rows of tinted windows along the sides of the main cabin.,both,both,both,both,28_2_1
28,Both yachts have an upper deck or bridge area where the boat operator would sit.,both,both,both,both,28_2_2
28,Both scenes show the yachts surrounded by trees and other vegetation in the background.,both,both,both,both,28_2_3
28,"Both scenes have a cloudy, overcast sky with a mix of cumulus and altostratus clouds.",both,both,both,both,28_2_4
29,Both scenes contain signage or informational boards.,text,both,both,both,29_0_0
29,The signs in both scenes have white text on a dark background.,text,both,both,both,29_0_1
29,"Both scenes feature some form of vegetation, such as trees or bushes, in the background.",text,both,both,both,29_0_2
29,"The signs in both scenes are placed in a landscape or outdoor setting, rather than indoors.",text,both,both,both,29_0_3
1,"Both scenes feature a forested area in the background, with the trees providing a dense, green canopy.",both,both,both,both,1_2_6
1,"Both scenes have a natural, tranquil atmosphere, with the water and vegetation creating a peaceful, picturesque setting.",both,both,both,both,1_2_8
7,"Both scenes have shadows present - the first scene shows the cat's shadow on the wall, while the second scene shows the cat's shadow as well as another shadow on the wall.",both,both,both,both,7_2_6
7,"Both scenes appear to be indoor settings, with the first scene showing a staircase and the second scene showing a wooden floor and wall.",both,both,both,both,7_2_8
13,"The cave floors in both scenes appear to be walkways or paths, suggesting these are areas intended for human exploration or passage.",both,both,both,both,13_2_6
13,"There are signs of human presence or activity in both scenes, such as the small blue light and the ""STOP"" sign visible in the second image.",both,one,both,both,13_2_8
29,"Both scenes appear to be set in an outdoor, public or commercial setting.",text,both,both,both,29_0_4
29,Both images contain signs providing directional information or instructions.,image,both,both,both,29_1_0
29,The signs in both images use a similar font and color scheme.,image,both,both,both,29_1_1
29,"The signs in both images are placed on the ground, rather than mounted on a wall or post.",image,both,both,both,29_1_2
29,The ground around the signs in both images appears to be covered in gravel or small rocks.,image,both,both,one,29_1_3
29,There are trees or other vegetation visible in the background of both images.,image,both,both,both,29_1_4
29,Both scenes feature signs providing directional or instructional information.,both,both,both,both,29_2_0
29,"The signs in both scenes use bold, contrasting text colors (white on black/black on white) to make the text stand out.",both,both,both,both,29_2_1
29,"The signs in both scenes are mounted on simple, functional frames or posts.",both,both,both,both,29_2_2
29,"The surroundings in both scenes include natural elements like trees, bushes, and rocks/gravel.",both,both,both,both,29_2_3
29,"The scenes appear to be set in outdoor, public spaces, likely near roads or parking areas.",both,both,both,both,29_2_4
30,Both scenes depict outdoor settings with bridges.,text,both,both,both,30_0_0
30,Both scenes feature trees and greenery surrounding the bridges.,text,both,both,both,30_0_1
30,Both scenes include the presence of buildings or structures in the background.,text,both,both,both,30_0_2
30,Both scenes have elements of text or graffiti visible on the bridges.,text,both,both,both,30_0_3
30,Both scenes have a prominent sky visible in the background.,text,both,both,both,30_0_4
30,Both images show urban environments with tall buildings in the background.,image,both,both,both,30_1_0
30,Both images feature graffiti or street art on a structure or surface.,image,both,both,both,30_1_1
30,"The graffiti or street art in both images uses bold, colorful lettering and designs.",image,both,both,both,30_1_2
30,There are trees or greenery visible in the background of both images.,image,both,both,both,30_1_3
30,"The overall lighting and atmospheric conditions appear similar in both images, with a warm, hazy quality to the sky.",image,both,both,both,30_1_4
30,"Both scenes feature a bridge structure - the first scene shows a footbridge on a canal, while the second scene shows a horizontally positioned bridge.",both,both,one,both,30_2_0
30,"Both bridges have text or graffiti painted on them - the first bridge has the text ""GRUVE LN"" and the second bridge has the word ""BOOGER"" and a ""?"" symbol spray painted on it.",both,both,both,both,30_2_2
30,Both scenes include the presence of trees and greenery surrounding the bridge structures.,both,both,both,both,30_2_4
30,"Both scenes feature tall buildings or skyscrapers visible in the background, though they are more obscured in the second scene.",both,both,both,both,30_2_6
30,"Both scenes depict an outdoor urban setting with a mix of infrastructure, nature, and architectural elements.",both,both,both,both,30_2_8
31,Both scenes feature a cat as the main subject.,text,both,both,both,31_0_0
31,"Both cats are sitting in a relaxed position, with their heads turned to the right.",text,both,one,both,31_0_1
31,"Both cats have a distinct pattern of black and white fur, with one being predominantly white and the other being predominantly black and white.",text,both,both,both,31_0_2
31,"Both scenes include a textured surface, such as a stair or a rug, on which the cat is sitting.",text,both,both,both,31_0_3
31,"Both scenes have some form of lighting or shadow present, either from a light fixture or a wicker chair.",text,both,both,both,31_0_4
31,"Both images show a cat, specifically a Siamese or Siamese-like cat.",image,both,both,both,31_1_0
31,"The cats in both images have a similar coloration, with a white body and dark face, ears, and tail.",image,both,both,both,31_1_1
31,The cats are sitting on a wooden or wooden-like surface in both images.,image,one,both,both,31_1_2
31,"The cats have a similar facial expression, appearing alert and attentive.",image,one,both,both,31_1_3
31,"The lighting and overall tone of the images are similar, creating a warm and cozy atmosphere.",image,both,both,both,31_1_4
31,Both scenes feature a cat as the main subject.,both,both,both,both,31_2_0
31,"Both cats have a distinct black and white coloration, with one being predominantly white and the other being a mix of black and white.",both,both,both,both,31_2_1
31,"Both cats are sitting on a textured surface, either a stair or a rug.",both,both,both,both,31_2_2
31,"The cats in both scenes have their heads turned to the side, suggesting they are observing or looking at something.",both,both,both,both,31_2_3
31,"There are shadows visible in both scenes, indicating the presence of a light source illuminating the cats and their surroundings.",both,both,both,both,31_2_4
32,Both scenes depict cumulonimbus clouds in the sky.,text,both,both,both,32_0_0
32,"The cumulonimbus clouds in both scenes are illuminated by the sun, making them appear brighter.",text,both,both,both,32_0_1
32,"The sky in both scenes is predominantly blue, with the cumulonimbus clouds being the main focus.",text,both,both,both,32_0_2
32,"The cumulonimbus clouds in both scenes have a distinct shape, with the one in Scene 1 resembling a fist and the one in Scene 2 extending up the middle of the image.",text,both,one,both,32_0_3
32,"The surrounding clouds in Scene 2 appear darker compared to the brightly lit cumulonimbus cloud, similar to the bright cumulonimbus cloud in Scene 1 against the blue sky.",text,both,both,both,32_0_4
32,"Both images depict cloudy skies with a mix of white, fluffy clouds and darker, more ominous-looking clouds.",image,both,both,both,32_1_0
32,"The overall color palette of the sky is similar in both images, with a predominance of blues and grays.",image,both,both,both,32_1_1
32,"The clouds in both images appear to have a similar level of density and volume, creating a sense of depth and dimension in the sky.",image,both,both,both,32_1_2
32,"The cloud formations in both images have a similar level of complexity, with various shapes and textures visible.",image,both,both,both,32_1_3
32,"The overall atmospheric conditions seem to be comparable, with the sky appearing to be overcast or partially cloudy in both cases.",image,both,both,both,32_1_4
32,Both scenes depict cumulonimbus clouds in the sky.,both,both,both,both,32_2_0
32,"The cumulonimbus clouds in both scenes appear bright and illuminated, likely due to the sun shining on them.",both,both,both,both,32_2_1
32,"The sky behind the clouds in both scenes is a bright, clear blue color.",both,one,both,both,32_2_2
32,"There are other clouds visible in the background of both scenes, creating a layered, dynamic sky.",both,both,both,both,32_2_3
32,"The overall composition of the two scenes, with the cumulonimbus clouds taking up a significant portion of the frame, is similar.",both,both,both,both,32_2_4
33,"Both scenes feature the presence of the sun, which is a prominent element in both images.",text,both,both,both,33_0_0
33,"Both scenes depict a view of the sky, with the first scene showing a view from below looking up, and the second scene showing a worm's-eye view of the sky.",text,both,both,both,33_0_1
33,"Both scenes include the presence of trees or tree elements, such as branches and leaves, which are visible in the periphery of the images.",text,both,both,both,33_0_2
33,"Both scenes have a sense of contrast, with the bright, shining sun creating a strong contrast against the surrounding elements in the scenes.",text,both,both,both,33_0_3
33,"Both scenes have a sense of depth and layering, with the first scene having the racket in the foreground and the sky and trees in the background, and the second scene having the umbrella, trees, and sky in different layers.",text,both,both,both,33_0_4
33,"Both images show a bright light source, either the sun or a light fixture, shining through the frame or structure.",image,both,both,both,33_1_0
33,Both images have a blue sky visible in the background.,image,both,both,both,33_1_1
33,Both images contain trees or foliage in the background.,image,both,both,both,33_1_2
33,"Both images have a geometric, angular structure or frame in the foreground.",image,one,both,both,33_1_3
33,Both images have a sense of contrast between the bright light source and the surrounding environment.,image,both,both,both,33_1_4
33,"Both images feature the sun shining brightly in the sky, creating a strong, illuminating effect.",both,both,both,both,33_2_0
33,"Both scenes depict a blue sky, with no or minimal cloud cover.",both,both,both,both,33_2_1
33,"Both images include the presence of trees or tree branches, providing a natural, outdoor setting.",both,both,both,both,33_2_2
33,"Both scenes feature some form of man-made object or structure, such as the tennis racket in the first image and the umbrella in the second image.",both,both,both,both,33_2_3
33,"The lighting and contrast in both images create a sense of drama and visual interest, with the sun's rays and shadows playing a prominent role.",both,both,both,both,33_2_4
34,Both scenes feature graffiti art on a cement wall or surface.,text,both,both,both,34_0_0
34,"Both scenes include the use of various colors in the graffiti, such as black, white, yellow, and blue.",text,both,both,both,34_0_1
34,Both scenes have elements of text or lettering incorporated into the graffiti art.,text,both,both,both,34_0_2
34,"Both scenes have a sense of decay or aging, with the cement walls and floors appearing dirty or weathered.",text,both,both,both,34_0_3
34,"Both scenes include additional elements beyond just the graffiti, such as a metal pipe, a wooden door, and vegetation (grass, leaves, bush).",text,both,both,both,34_0_4
34,Both images contain graffiti and street art on the walls/surfaces.,image,both,both,both,34_1_0
34,"Both images feature abstract, geometric shapes and patterns in the graffiti.",image,both,both,both,34_1_1
34,"There are elements of black, white, and yellow colors present in both images.",image,both,both,both,34_1_2
34,The graffiti in both images appears to be created using a similar artistic style and technique.,image,both,both,both,34_1_3
34,"Both images capture a sense of urban, gritty, and visually striking street art.",image,both,both,both,34_1_4
34,Both scenes feature graffiti art on walls or surfaces.,both,both,both,both,34_2_0
34,"Both scenes contain a mix of colors, shapes, and patterns in the graffiti art.",both,both,both,both,34_2_1
34,"Both scenes have a sense of urban decay, with worn, weathered, and dirty surfaces.",both,both,both,both,34_2_2
34,Both scenes incorporate text or lettering as part of the graffiti art.,both,both,both,both,34_2_3
34,"Both scenes have a sense of energy, creativity, and expression through the graffiti art.",both,both,both,both,34_2_4
35,Both scenes depict cloudy skies with a mix of bright and dark clouds.,text,both,both,both,35_0_0
35,"Both scenes show the presence of multiple layers of clouds, with some clouds appearing brighter or more illuminated than others.",text,both,both,both,35_0_1
35,"Both scenes include the presence of birds or bird-like shapes in the sky, though the birds are more prominent in the first scene.",text,one,both,both,35_0_2
35,"Both scenes have a sense of depth and perspective, with the clouds occupying different parts of the frame and creating a layered effect.",text,both,both,both,35_0_3
35,"Both scenes suggest the influence of sunlight, with the clouds being illuminated and casting shadows in the first scene, and the cumulonimbus cloud being brighter due to the sun's rays in the second scene.",text,both,both,both,35_0_4
35,"Both images depict a cloudy sky with a mix of white, fluffy clouds and blue sky visible.",image,both,both,both,35_1_0
35,The clouds in both images have a similar textured and billowy appearance.,image,both,both,both,35_1_1
35,There are small birds or other flying objects visible in the sky in both images.,image,one,both,one,35_1_2
35,"The overall color palette of the sky and clouds is quite similar between the two images, with a predominance of whites, grays, and blues.",image,both,both,both,35_1_3
35,"The composition of the images, with the clouds filling a large portion of the frame, is comparable between the two.",image,both,both,both,35_1_4
35,Both scenes depict a cloudy sky with a mix of light and dark clouds.,both,both,both,both,35_2_0
35,"Both scenes show birds flying in the sky, though the birds are small and difficult to see in the first image.",both,one,both,one,35_2_1
35,"Both scenes have portions of blue sky visible, contrasting with the cloudy areas.",both,both,both,both,35_2_2
35,"The clouds in both scenes appear to have varied shapes and textures, creating an interesting and dynamic sky.",both,both,both,both,35_2_3
35,"The lighting in both scenes creates shadows and highlights on the clouds, adding depth and dimension to the sky.",both,both,both,both,35_2_4
36,Both scenes feature a set of four posters or banners displaying information about different natural elements or wildlife.,text,both,both,both,36_0_0
36,"The posters/banners in both scenes have a similar layout, with the title or name of the subject displayed at the top and an accompanying image or illustration below.",text,both,both,both,36_0_1
36,The images or illustrations on the posters/banners are all in black and white.,text,both,both,both,36_0_2
36,"The posters/banners are displayed on a wall or building, with a consistent spacing or arrangement between them.",text,both,both,both,36_0_3
36,"Both scenes feature a neutral, muted color palette, with the predominant colors being white, gray, and black.",text,both,both,both,36_0_4
36,"Both images display a series of panels or banners on the exterior of a building, showcasing various state symbols or natural elements.",image,both,both,both,36_1_0
