dataset_idx,statement,generated_with,eval_text,eval_image,eval_both
36,Both scenes have text that is written in black.,text,both,unknown,one
36,"Both scenes have a natural element in the image (trees, flowers, etc.).",text,one,one,one
36,"Both scenes have a man-made element in the image (posters, windows, etc.). ",text,both,both,both
36,Both images show a building with a series of windows.,image,one,unknown,one
36,The windows have black frames.,image,one,one,one
36,The windows have glass panes.,image,one,both,one
36,The windows are evenly spaced.,image,one,one,one
36,The windows are on the side of the building. ,image,both,one,one
36,Both scenes feature a series of posters or banners with black text and black and white images.,both,both,both,one
36,Both scenes have a window below each poster or banner.,both,one,unknown,one
36,Both scenes have a recess or a section of a wall extending vertically above each window.,both,one,one,one
36,Both scenes have a strip of grass visible at the bottom of the frame.,both,one,unknown,one
36,Both scenes have a gray rectangular banner hanging over a gray rectangular wall. ,both,one,one,one
37,Both scenes feature a Monarch butterfly.,text,both,one,both
37,Both scenes show the butterfly interacting with a flower.,text,both,one,one
37,Both scenes show the butterfly facing upwards.,text,one,one,one
37,Both scenes show the butterfly's wings.,text,both,one,one
37,Both scenes show the butterfly's body. ,text,one,one,one
37,Both images feature a butterfly.,image,both,one,both
37,The butterfly in both images is orange and black.,image,one,one,one
37,The butterfly in both images is flying.,image,one,one,one
37,The butterfly in both images is flying over a road.,image,one,one,one
37,The butterfly in both images is flying over a garden. ,image,one,one,one
37,Both scenes feature a Monarch butterfly.,both,both,one,both
37,Both scenes show the butterfly on a flower.,both,one,one,one
37,Both scenes show the butterfly facing upwards.,both,one,one,one
37,Both scenes show the butterfly's wings.,both,both,one,one
37,Both scenes show the butterfly's body. ,both,one,one,one
38,Both scenes feature a city environment with tall buildings.,text,both,both,both
38,Both scenes have a sky filled with clouds.,text,both,one,both
38,Both scenes have a body of water visible in the distance.,text,one,one,one
38,Both scenes have cars traveling on roads.,text,one,one,one
38,Both scenes have a bridge visible in the distance. ,text,one,one,one
38,Both images show a city skyline.,image,one,both,both
38,Both images feature tall buildings.,image,one,both,both
38,Both images show a river running through the city.,image,one,one,one
38,Both images show a bridge over the river.,image,one,one,one
38,Both images show a cloudy sky. ,image,both,one,one
38,Both scenes show a city environment with tall buildings.,both,both,both,both
38,Both scenes have a sky filled with clouds.,both,both,one,both
38,Both scenes have a body of water.,both,one,one,one
38,Both scenes have cars traveling on roads.,both,one,one,one
38,Both scenes have a bridge. ,both,one,one,one
39,Both scenes feature palm trees.,text,one,one,both
39,The palm trees in both scenes are green.,text,one,one,one
39,The palm trees in both scenes are thin.,text,both,one,one
39,The palm trees in both scenes are fanned out.,text,one,one,one
39,The sun is shining on the palm trees in both scenes. ,text,one,one,one
39,Both images feature palm trees.,image,one,one,both
39,The trees are green and leafy.,image,one,both,one
39,The trees are tall and slender.,image,one,one,one
39,The trees are growing in a forested area.,image,one,one,one
39,The trees are surrounded by other trees and foliage. ,image,one,one,one
39,Both scenes feature palm trees.,both,one,one,both
39,"The palm trees in both scenes have long, slender stems.",both,one,one,one
39,The palm leaves in both scenes are green.,both,one,one,one
39,The sun is shining on the palm leaves in both scenes.,both,one,one,one
39,The palm trees in both scenes are in a forested area. ,both,one,one,one
40,Both scenes feature a ceiling fan.,text,one,one,one
40,Both scenes have a white light fixture in the center.,text,one,one,one
40,Both scenes have a white ceiling.,text,one,one,one
40,Both scenes have a black fan blade.,text,one,one,one
40,Both scenes have a shadow cast on the ceiling. ,text,one,one,one
40,Both images show a ceiling fan.,image,one,one,one
40,The ceiling fan is black in color.,image,one,one,one
40,The ceiling fan is attached to the ceiling.,image,one,one,one
40,The ceiling fan has a light bulb in the center.,image,one,one,one
40,The ceiling fan is off in both images. ,image,both,one,one
40,Both scenes feature a ceiling fan.,both,one,one,one
40,Both fans have 5 blades.,both,one,one,one
40,Both fans are off.,both,one,one,both
40,Both fans have a white light fixture in the center.,both,one,one,one
40,Both fans are attached to a ceiling. ,both,one,one,one
41,Both scenes are set outdoors.,text,both,one,both
41,Both scenes involve food or drink items.,text,both,unknown,both
41,Both scenes have a table as a central element.,text,both,unknown,both
41,Both scenes have a black table or surface.,text,one,unknown,one
41,Both scenes have a shadow cast on the table or surface. ,text,both,one,one
41,Both images feature two drinks.,image,one,one,one
41,Both drinks are in clear glasses.,image,one,one,both
41,Both drinks have a straw.,image,one,one,one
41,Both drinks have a spoon.,image,one,one,one
41,Both drinks are placed on a wooden table. ,image,one,one,one
41,Both scenes are set outdoors.,both,both,one,both
41,Both scenes involve food or drink.,both,both,unknown,both
41,Both scenes involve a table.,both,both,unknown,both
41,Both scenes involve a spoon.,both,one,one,one
41,Both scenes involve a shadow. ,both,one,one,one
42,Both signs are made of wood and have red text.,text,one,one,one
42,Both signs are attached to a railing or a path.,text,one,unknown,one
42,Both signs are warning signs.,text,one,unknown,one
42,Both signs are located near a path or a walkway.,text,one,unknown,one
42,Both signs are located near a body of water. ,text,one,unknown,one
42,Both signs are white with red lettering.,image,one,unknown,both
42,Both signs are rectangular in shape.,image,one,unknown,one
42,Both signs are mounted on wooden posts.,image,one,one,one
42,Both signs are placed in outdoor settings.,image,both,unknown,both
42,Both signs are warning signs. ,image,one,unknown,one
42,Both signs are white with red text.,both,one,unknown,both
42,Both signs are attached to a metal railing.,both,one,one,one
42,Both signs are cautionary in nature.,both,one,unknown,one
42,Both signs are located near a waterway.,both,one,unknown,one
42,Both signs are located in a natural setting with trees and rocks. ,both,one,unknown,both
43,Both scenes feature a close-up view of a character.,text,both,one,one
43,Both scenes involve a character that is not fully visible.,text,one,one,one
43,Both scenes involve a character that is not in motion.,text,one,one,one
43,Both scenes involve a character that is not interacting with other characters.,text,one,one,one
43,Both scenes involve a character that is not interacting with the viewer. ,text,one,one,one
43,Both images feature inflatable balloons.,image,one,one,one
43,The balloons are shaped like animals.,image,one,one,one
43,The balloons are large and colorful.,image,one,both,one
43,The balloons are placed outdoors.,image,one,one,one
43,The balloons are attached to buildings. ,image,one,one,one
43,Both scenes feature large inflatable or statue characters.,both,one,unknown,one
43,Both characters are animals.,both,one,one,one
43,Both characters are smiling.,both,one,one,one
43,Both characters are holding onto something.,both,one,one,one
43,Both characters are tethered. ,both,one,one,one
44,Both scenes feature a monster truck.,text,one,one,one
44,Both scenes feature a vehicle with a design on the back.,text,one,one,one
44,Both scenes feature a vehicle with a design on the side.,text,one,one,one
44,Both scenes feature a vehicle with a design on the front.,text,one,one,one
44,Both scenes feature a vehicle with a design on the top. ,text,one,one,one
44,Both vehicles are monster trucks.,image,one,one,one
44,Both vehicles are on display.,image,one,one,one
44,Both vehicles are on a concrete floor.,image,one,one,one
44,Both vehicles have large tires.,image,one,one,one
44,Both vehicles have a similar color scheme. ,image,one,one,one
44,Both trucks are associated with the Hot Wheels brand.,both,one,one,one
44,Both trucks are designed to look like sharks.,both,one,one,one
44,Both trucks have a monster truck style.,both,one,one,one
44,Both trucks have a design on the back side.,both,one,one,one
44,Both trucks have a red LED light inside. ,both,one,one,one
45,Both scenes feature a rodent in a confined space.,text,both,one,one
45,Both rodents have pink ears.,text,one,one,one
45,Both rodents have whiskers.,text,one,one,both
45,Both rodents have a tail.,text,one,one,one
45,Both rodents are in a cage or tank. ,text,one,one,one
45,Both images show a rat in a cage.,image,one,one,one
45,The rat is sitting on a bed of wood chips.,image,one,one,one
45,The cage has a water bottle attached to it.,image,one,one,one
45,The water bottle is blue.,image,one,one,one
45,The cage has a metal door. ,image,one,one,one
45,Both animals are rodents.,both,both,one,both
45,Both animals are in a cage.,both,one,one,one
45,Both animals have a water bottle.,both,one,one,one
45,Both animals have a blue water bottle.,both,one,one,one
45,Both animals have a silver nozzle. ,both,one,one,one
46,Both scenes feature a body of green water.,text,both,one,both
46,Both scenes have fish swimming in the water.,text,both,one,both
46,Both scenes have reflections of structures in the water.,text,both,one,one
46,Both scenes have sunlight reflecting off the water.,text,both,one,both
46,Both scenes have ripples in the water. ,text,both,one,one
46,Both images show a body of water.,image,both,unknown,both
46,The water in both images is murky and green.,image,both,one,one
46,There are small ripples on the surface of the water.,image,both,one,one
46,There are small objects floating on the surface of the water.,image,one,one,one
46,The water appears to be shallow. ,image,one,one,one
46,The water is green.,both,both,one,one
46,There are fish in the water.,both,one,one,one
46,The fish are long and thin.,both,one,one,one
46,The fish are swimming.,both,one,one,one
46,The water has ripples. ,both,both,one,one
47,Both fire trucks are yellow and red.,text,one,one,one
47,Both fire trucks have chrome accents.,text,one,one,one
47,Both fire trucks have hoses on the back.,text,one,one,one
47,Both fire trucks have a blue line running horizontally on the side.,text,one,one,one
47,Both fire trucks are heading towards a Chick-fil-A. ,text,one,one,one
47,Both images feature a fire truck.,image,both,unknown,one
47,The fire truck is yellow and red in color.,image,one,one,one
47,The fire truck is parked on the side of the road.,image,one,one,one
47,The fire truck has a ladder on top.,image,one,one,one
47,The fire truck has a hose reel on the side. ,image,one,one,one
47,Both fire trucks are yellow and red.,both,one,one,one
47,Both fire trucks have a number on the back.,both,one,one,one
47,Both fire trucks have a logo on the side of the cab.,both,one,one,one
47,Both fire trucks have a number on the top of the cab.,both,one,one,one
47,Both fire trucks have siren lights on the top of the cab. ,both,one,one,one
48,* Both scenes involve sports balls.,text,one,both,both
48,* Both scenes feature a price tag.,text,one,one,one
48,"* Both scenes have a color scheme that includes black, white, and red.",text,one,one,one
48,* Both scenes have a metal element.,text,one,unknown,both
48,* Both scenes have a text element. ,text,one,one,one
48,Both images feature a basketball hoop.,image,one,one,one
48,Both images show a collection of sports balls.,image,one,one,one
48,The sports balls are stored in a metal basket.,image,one,one,one
48,The sports balls are predominantly black and orange.,image,one,one,one
48,The background of both images is a cloudy sky. ,image,one,one,one
48,Both scenes involve basketballs.,both,one,one,one
48,The basketballs in both scenes are black.,both,one,one,one
48,The basketballs in both scenes have white text on them.,both,one,one,one
48,The basketballs in both scenes are in a cage.,both,one,one,one
48,The basketballs in both scenes are for sale. ,both,one,one,one
49,"The word ""POW!"" is present in both scenes.",text,one,one,one
49,"Both scenes have a cardboard sign with the word ""POW!"" on it.",text,both,one,one
49,"The color of the sign in scene 2 is lime green, while the sign in scene 1 is blue.",text,one,one,one
49,"The sign in scene 2 has a yellow jagged bubble around it, while the sign in scene 1 has a faint shadow on the wooden side of a shelf.",text,one,one,one
49,"The sign in scene 2 has a black outline, while the sign in scene 1 has large red text. ",text,one,one,one
49,"Both images feature the word ""POW!"" in a bold, comic book style font.",image,one,one,both
49,"The word ""POW!"" is colored red in both images.",image,one,one,one
49,"The word ""POW!"" is accompanied by an explosion effect in both images.",image,one,one,one
49,The explosion effect is colored yellow in both images.,image,one,one,one
49,"The background of the image on the left is a wooden wall, while the background of the image on the right is a green wall. ",image,one,one,one
49,"The word ""POW"" is used in both signs.",both,one,one,one
49,"The signs are both onomatopoeic, meaning they represent the sound of an explosion.",both,one,one,one
49,The signs are both painted in bold colors.,both,both,one,one
49,The signs are both attached to a railing or shelf.,both,one,one,one
49,The signs are both cast shadows on the wall or shelf behind them. ,both,one,one,one
50,Both fire hydrants are red.,text,one,unknown,one
50,Both fire hydrants have chains attached to them.,text,one,one,one
50,Both fire hydrants are located on the sidewalk.,text,one,one,one
50,"Both fire hydrants are in front of a ""NO PARKING FIRE LANE"" sign.",text,one,one,one
50,Both fire hydrants are in front of a building. ,text,one,one,one
50,Both images feature a red fire hydrant.,image,both,unknown,both
50,Both images show a sidewalk.,image,both,unknown,unknown
50,Both images have a grassy area.,image,one,unknown,one
50,Both images have a blue structure in the background.,image,one,unknown,one
50,"Both images have a ""no parking"" sign. ",image,one,one,one
50,Both fire hydrants are red.,both,one,unknown,one
50,Both fire hydrants have chains attached to the left and right side.,both,one,one,one
50,Both fire hydrants have a green top.,both,one,one,one
50,Both fire hydrants are located on the sidewalk.,both,one,one,one
50,"Both fire hydrants have a ""NO PARKING FIRE LANE"" sign in front of them. ",both,one,one,one
51,Both scenes feature a chalkboard sign.,text,both,unknown,both
51,Both signs have a wooden frame.,text,one,unknown,one
51,Both signs have text written on them.,text,one,unknown,both
51,Both signs have chalk marks on them.,text,one,one,both
51,Both signs are outdoors. ,text,one,one,one
51,Both signs are written in chalk on a blackboard.,image,one,one,one
51,Both signs are placed on a wooden frame.,image,one,unknown,one
51,Both signs are advertising food items.,image,one,unknown,one
51,Both signs are placed outdoors.,image,one,unknown,one
51,"Both signs are written in a casual, handwritten style. ",image,one,one,one
51,Both signs are chalkboard signs with a wooden frame.,both,one,both,one
51,"Both signs have a ""MENU"" or ""KITCHEN"" written at the top in white chalk.",both,one,both,one
51,Both signs have a variety of food items written in yellow chalk.,both,one,one,one
51,Both signs have a sun ray glowing across them.,both,one,one,one
51,Both signs are outdoors. ,both,one,one,one
52,Both scenes feature a metal object that is in a state of disrepair.,text,one,one,one
52,Both scenes have a natural setting with plants and trees.,text,both,unknown,both
52,Both scenes have a man-made object that is being held up by wooden supports.,text,one,one,one
52,Both scenes have a bench that is ideal for resting.,text,one,one,one
52,Both scenes have a wall or barrier surrounding the area. ,text,one,unknown,one
52,Both images feature a wooden bench.,image,one,unknown,one
52,Both benches are situated in a garden setting.,image,one,one,one
52,Both benches are surrounded by plants and flowers.,image,one,one,one
52,Both benches are made of wood.,image,one,one,one
52,Both benches are located under a tree. ,image,one,one,one
52,Both scenes have a bench.,both,one,unknown,one
52,Both scenes have plants.,both,both,unknown,both
52,Both scenes have a tree.,both,both,unknown,one
52,Both scenes have a rusted metal object.,both,one,one,one
52,Both scenes have a stone statue. ,both,one,one,one
53,Both scenes feature a metal structure in the foreground.,text,one,one,one
53,Both scenes have a city skyline in the background.,text,one,one,one
53,Both scenes have trees in the background.,text,one,unknown,one
53,Both scenes have a blue sky.,text,both,one,both
53,Both scenes have a road in the foreground. ,text,one,one,one
53,Both images show a water tower.,image,one,one,one
53,Both images show a cell phone tower.,image,one,one,one
53,Both images show a road.,image,one,one,one
53,Both images show a city skyline.,image,one,one,one
53,Both images show a cloudy sky. ,image,one,one,one
53,Both scenes feature a water tower.,both,one,one,one
53,Both scenes have a road.,both,one,unknown,one
53,Both scenes have a car.,both,one,one,one
53,Both scenes have a sky.,both,both,unknown,both
53,Both scenes have trees. ,both,one,one,one
54,Both scenes have a window or door frame.,text,one,unknown,one
54,Both scenes have a sign with black letters on it.,text,one,one,one
54,Both scenes have a white background.,text,one,unknown,one
54,Both scenes have a printed rectangular piece of paper with a black border around it.,text,one,one,one
54,Both scenes have a white door or window frame. ,text,one,one,one
54,Both images feature a window and a door.,image,one,one,one
54,The window and door are located next to each other.,image,one,one,one
54,The window and door are both white in color.,image,one,one,one
54,The window and door are both made of wood.,image,one,one,one
54,The window and door are both located in a bathroom. ,image,one,one,one
54,Both scenes have a window or door frame with a sign on it.,both,one,one,one
54,Both signs have a black border around them.,both,one,one,one
54,Both signs have a white background with black letters.,both,one,one,one
54,Both signs have a warning message.,both,one,one,one
54,Both signs are placed on a white wall. ,both,one,one,one
55,Both scenes are indoors.,text,both,unknown,both
55,Both scenes have a mirror.,text,both,unknown,one
55,Both scenes have a counter.,text,one,unknown,one
55,Both scenes have a wall.,text,both,unknown,one
55,Both scenes have a chair. ,text,one,unknown,one
55,Both images show a bar setting.,image,one,unknown,one
55,Both images have a large number of bottles on display.,image,one,unknown,one
55,"Both images have a sign that says ""Heart of the City"".",image,one,one,one
55,Both images have a piano in the background.,image,one,one,one
55,Both images have a red chair in the foreground. ,image,one,one,one
55,Both scenes have a dark ambiance.,both,both,unknown,one
55,Both scenes have a bar setting.,both,one,unknown,one
55,Both scenes have a mirror.,both,both,unknown,one
55,"Both scenes have a sign with the words ""HEART OF THE"" visible.",both,one,one,one
55,Both scenes have a brick wall. ,both,one,unknown,one
56,Both scenes feature a garden light or streetlight.,text,one,one,one
56,Both lights have a dark green pole or post.,text,one,one,one
56,Both lights have a glass lantern or lamp.,text,one,one,one
56,Both lights have a dark green metal top or cap.,text,one,one,one
56,Both lights are set against a clear blue sky. ,text,one,one,one
56,Both images feature a street lamp.,image,one,one,one
56,"The street lamp in the left image is green, while the one in the right image is black.",image,one,one,one
56,Both street lamps are situated in front of a building.,image,one,one,one
56,The building in the left image has a red door.,image,one,one,one
56,The building in the right image has a yellow door. ,image,one,one,one
56,Color: Both lights are green.,both,one,one,one
56,Material: Both lights are made of metal.,both,both,one,one
56,Design: Both lights have a vintage design.,both,both,one,both
56,Function: Both lights serve as garden lights.,both,one,one,one
56,Color of the sky: Both scenes have a clear blue sky. ,both,both,both,both
57,* Both scenes feature a table with a black tablecloth.,text,one,both,both
57,* Both scenes feature a stack of gold medals.,text,one,one,both
57,"* Both scenes feature a year on the medals, specifically ""2022"".",text,one,one,both
57,* Both scenes feature a ribbon on the medals.,text,both,one,both
57,* Both scenes feature a design on the medals. ,text,one,one,one
57,Both images feature a table with various items on it.,image,both,both,both
57,Both images show a collection of medals.,image,both,one,both
57,Both images include a water bottle.,image,one,unknown,one
57,Both images have a ring with the number 8 on it.,image,one,one,one
57,Both images have a red flag. ,image,one,one,one
57,Both scenes have a table with a black tablecloth.,both,one,unknown,both
57,Both scenes have a stack of gold medals with a light blue ribbon.,both,one,one,one
57,"Both scenes have a white sign with the word ""RING"" and the number ""8"" in black.",both,one,one,one
57,Both scenes have a carpet with dark teal and light blue dots and lines.,both,one,one,one
57,Both scenes have a black open binder behind the table. ,both,one,one,one
58,Both scenes have a blue color as a prominent feature.,text,both,one,one
58,Both scenes have a red color as a prominent feature.,text,one,one,one
58,Both scenes have a white color as a prominent feature.,text,one,one,one
58,Both scenes have a green color as a prominent feature.,text,both,unknown,one
58,Both scenes have a metal object as a prominent feature. ,text,one,one,one
58,"Both images feature the letter ""W"".",image,one,one,one
58,"The letter ""W"" is blue in color.",image,one,one,one
58,"The letter ""W"" is stylized with a red outline.",image,one,one,one
58,"The letter ""W"" is placed on a green background.",image,one,one,one
58,"The letter ""W"" is placed on a tennis court. ",image,one,one,one
58,Both scenes have a blue color in them.,both,both,unknown,one
58,Both scenes have a red color in them.,both,one,one,one
58,Both scenes have a white color in them.,both,one,one,one
58,"Both scenes have a ""W"" in them.",both,one,one,one
58,"Both scenes have a ""M"" in them. ",both,one,one,one
59,Both scenes feature old vehicles or equipment.,text,one,one,one
59,Both scenes have a green tarp or covering.,text,one,one,one
59,Both scenes have a road or path.,text,one,unknown,one
59,Both scenes have trees in the background.,text,both,unknown,one
59,Both scenes have a sky visible in the background. ,text,one,one,one
59,Both images feature a field with grass.,image,one,unknown,one
59,Both images show a tree in the field.,image,one,one,one
59,Both images have a road or path in the background.,image,one,one,one
59,Both images have a fence in the background.,image,one,one,one
59,Both images have a structure or object in the field. ,image,one,one,one
59,Both scenes feature old-fashioned equipment.,both,one,one,one
59,Both scenes take place in a rural setting.,both,both,one,one
59,Both scenes involve transportation or farming equipment.,both,one,one,one
59,Both scenes involve a road or path.,both,one,one,one
59,Both scenes involve trees and grass. ,both,both,one,both
60,Both scenes have a building or structure.,text,both,unknown,both
60,Both scenes have text painted on the side of the building or structure.,text,one,unknown,one
60,Both scenes have a color scheme that includes shades of blue and teal.,text,one,one,one
60,Both scenes have a drainage system.,text,one,unknown,one
60,Both scenes have a chimney pipe. ,text,one,one,one
60,"Both images feature the word ""ROAD"" in large, bold letters.",image,one,one,one
60,Both images have a blue and white color scheme.,image,one,unknown,one
60,Both images have a brick wall in the background.,image,one,unknown,one
60,"Both images have a sign that says ""HARDWOOD"" in large, bold letters.",image,one,one,one
60,Both images have a plant in the foreground. ,image,one,one,one
60,"Both scenes have a building with a sign that reads ""HARDWOOD"".",both,one,one,one
60,"Both scenes have a sign that reads ""ROAD"".",both,one,one,one
60,Both scenes have a black shadow effect on the sign.,both,one,one,one
60,Both scenes have a drain spout on the building.,both,one,unknown,one
60,Both scenes have a chimney on the building. ,both,one,one,one
61,"Both scenes involve a butterfly, either in the form of a tattoo or a caterpillar.",text,one,one,one
61,Both scenes have a close-up view of the butterfly or caterpillar.,text,one,one,one
61,"Both scenes have a dark background, either a dark brown wooden surface or a flat white wall.",text,one,one,one
61,"Both scenes have a white surface, either a forearm or a person's hand.",text,one,one,one
61,"Both scenes have markings on the butterfly or caterpillar, either in the form of a tattoo or the caterpillar's stripes. ",text,one,one,one
61,Both images feature a person's hand holding a butterfly.,image,one,one,one
61,"The butterfly in the left image is a sticker, while the one in the right image is a real butterfly.",image,one,one,one
61,Both butterflies are black and yellow.,image,one,one,one
61,The person's hand in the left image is holding the sticker on their arm.,image,one,one,one
61,The person's hand in the right image is holding the real butterfly. ,image,one,one,one
61,Both the butterfly tattoo and the caterpillar are related to the butterfly family.,both,one,one,one
61,"The butterfly tattoo has a dark blue body, while the caterpillar has a dark body with yellow, black, and white stripes.",both,one,one,one
61,"The butterfly tattoo has two large wings on the top portion of its body, while the caterpillar has two small wings on the left and right sides of its body.",both,one,one,one
61,"The butterfly tattoo has two black antennae, while the caterpillar has two black antennae.",both,one,one,one
61,Both the butterfly tattoo,both,one,one,one
62,Both scenes involve writing on a cement surface.,text,one,one,one
62,Both scenes involve the use of chalk.,text,one,one,one
62,"Both scenes involve the letters ""W"" and ""P"".",text,one,one,one
62,"Both scenes involve the letters ""A"" and ""M"".",text,one,one,one
62,"Both scenes involve the letters ""I"" and ""K"". ",text,one,one,one
62,Both images show a concrete surface.,image,both,unknown,both
62,Both images have chalk writing on them.,image,both,one,one
62,The writing in both images is in a foreign language.,image,one,one,one
62,"The writing in both images is in a similar style, with the letters being connected.",image,one,one,one
62,"The writing in both images is in a similar color, which appears to be a light blue or green. ",image,one,one,one
62,Both scenes involve writing on a cement surface.,both,one,one,one
62,Both scenes involve writing with chalk.,both,one,one,one
62,"Both scenes involve writing in a similar style, with letters placed close together.",both,one,one,one
62,"Both scenes involve writing in a similar color, pale blue.",both,one,one,one
62,"Both scenes involve writing in a similar font, which appears to be a casual, handwritten style. ",both,one,one,one
63,Both animals are labeled with text to identify their body parts.,text,one,one,one
63,Both animals are attached to a wall or fence.,text,one,one,one
63,Both animals have a single horn.,text,one,one,one
63,Both animals have a goatee.,text,one,one,one
63,Both animals have rust growing on them. ,text,one,one,one
63,Both images feature a pig.,image,one,one,one
63,The pig in the left image is made of wood.,image,one,one,one
63,The pig in the right image is made of metal.,image,one,one,one
63,Both pigs are hanging on a wall.,image,one,one,one
63,The pig in the left image is red and white.,image,one,one,one
63,The pig in the right image is brown and white. ,image,one,one,one
63,Both animals are attached to a wall.,both,one,one,one
63,Both animals have text on them.,both,one,one,one
63,Both animals are made of metal.,both,one,one,one
63,Both animals are leaning against a fence.,both,one,one,one
63,Both animals have horns. ,both,one,one,one
64,Both scenes feature a surface with text or symbols on it.,text,one,unknown,both
64,Both scenes have some form of marking or carving on the surface.,text,one,unknown,both
64,Both scenes have a darker stained area on the surface.,text,one,one,one
64,Both scenes have some form of dirt or debris on the surface.,text,one,one,one
64,Both scenes have a vertical orientation to the text or symbols. ,text,one,one,one
64,Both images feature a wooden surface.,image,one,unknown,one
64,Both images have writing on them.,image,one,one,one
64,The writing in both images is in white.,image,one,one,one
64,The writing in both images is in a cursive font.,image,one,one,one
64,The writing in both images is in all caps. ,image,one,one,one
64,Both surfaces have text written on them.,both,one,one,one
64,Both surfaces have some form of writing on them.,both,one,one,one
64,Both surfaces have some form of markings on them.,both,both,unknown,both
64,Both surfaces have some form of engraving on them.,both,one,unknown,one
64,Both surfaces have some form of decoration on them. ,both,one,one,one
65,Both scenes are close-up indoor shots.,text,one,one,one
65,Both scenes have a dark gray background.,text,one,one,one
65,Both scenes have text in them.,text,one,one,one
65,Both scenes have a heart shape in them.,text,one,one,one
65,Both scenes have a black object in them. ,text,one,one,one
65,"Both images feature a white towel with the word ""Lucky"" printed on it.",image,one,one,one
65,"The towel in the left image is lying on a wooden floor, while the towel in the right image is hanging on a rack.",image,one,one,one
65,"The towel in the left image is partially folded, while the towel in the right image is fully unfolded.",image,one,one,one
65,"The wooden floor in the left image has a dark stain, while the wall in the right image is white.",image,one,one,one
65,"The towel in the left image is slightly crumpled, while the towel in the right image appears to be smooth and wrinkle",image,one,one,one
65,Color: Both scenes have a white object in them.,both,one,one,both
65,"Text: Both scenes have the word ""LUCKY"" in them.",both,one,one,one
65,Material: Both scenes have a fabric or paper-like material.,both,one,one,one
65,Shape: Both scenes have a heart shape in them.,both,one,one,one
65,Color contrast: Both scenes have a black and white color contrast. ,both,one,one,one
66,Both scenes involve a sign or a display.,text,both,unknown,both
66,Both scenes have a book theme.,text,both,unknown,one
66,Both scenes have a star motif.,text,one,unknown,one
66,"Both scenes have a color scheme that includes shades of blue, gold, and white.",text,one,one,one
66,Both scenes have a handmade or crafty feel to them. ,text,one,one,one
66,Both images feature a bookshelf filled with books.,image,one,unknown,one
66,The bookshelf in the right image has a sign on it.,image,one,one,one
66,"The sign in the right image has a message that says ""I'll date with a book.""",image,one,one,one
66,"The left image has a sign that says ""I'll date with a star.""",image,one,one,one
66,Both signs are placed on a blue shelf. ,image,one,one,one
66,Both scenes involve books.,both,one,unknown,one
66,Both scenes have a sign.,both,one,unknown,one
66,The sign in scene 1 is hand painted.,both,one,one,one
66,The sign in scene 1 has stars on it.,both,one,one,one
66,The sign in scene 1 is on a book shelf. ,both,one,one,one
67,Both scenes feature a close up view of a painted surface.,text,one,unknown,one
67,Both scenes involve hand drawn or painted text.,text,one,one,one
67,Both scenes involve the use of a pink paint pen.,text,one,one,one
67,Both scenes involve the use of a blue painted surface.,text,both,unknown,both
67,Both scenes involve the use of a cartoon or drawing. ,text,one,one,one
67,Both images feature a blue wooden surface.,image,both,unknown,both
67,Both images have pink writing on them.,image,one,one,one
67,Both images have a pink drawing of a face.,image,one,one,one
67,Both images have a pink drawing of a woman.,image,one,one,one
67,Both images have a pink drawing of a woman with long hair. ,image,one,one,one
67,Both scenes feature a hand drawn image of a person.,both,one,one,one
67,Both scenes feature a pink paint pen.,both,one,one,one
67,Both scenes feature a message that is meant to be humorous.,both,one,unknown,one
67,Both scenes feature a registration form.,both,one,one,one
67,Both scenes feature a cartoon of a person. ,both,one,one,one
68,* Both scenes feature a close up view of a face.,text,one,one,both
68,* Both scenes feature a face with a mustache.,text,one,one,one
68,* Both scenes feature a face with a blue eye.,text,one,one,one
68,* Both scenes feature a face with a white collar.,text,one,one,one
68,* Both scenes feature a face with a red lip. ,text,one,one,one
68,Both images feature a man's face.,image,one,one,one
68,The man's face is depicted in a stylized manner.,image,one,one,one
68,The man's face is surrounded by decorative elements.,image,one,one,one
68,The decorative elements are gold in color.,image,one,both,one
68,The man's face is set against a wooden background. ,image,one,one,one
68,Both scenes feature a male face.,both,one,one,one
68,Both scenes have a yellow border design.,both,one,one,one
68,Both scenes have a brown background.,both,one,one,one
68,Both scenes have a white collar.,both,one,one,one
68,Both scenes have a blue eye. ,both,one,one,one
69,Both scenes are set at night.,text,both,one,both
69,"Both scenes feature a large, illuminated object in the foreground.",text,one,one,one
69,Both scenes have a red and blue color scheme.,text,one,one,one
69,"Both scenes have a large, white text element.",text,one,one,one
69,"Both scenes have a large, white spotlight. ",text,one,one,one
69,"Both images feature a large, illuminated object.",image,one,one,one
69,Both images show a vehicle with its emergency lights activated.,image,one,one,one
69,Both images include a traffic light.,image,one,one,one
69,Both images depict a nighttime scene.,image,both,one,both
69,Both images show a building with a brightly lit sign. ,image,one,one,one
69,Both scenes are set at night.,both,both,one,both
69,"Both scenes feature a large, illuminated object.",both,one,one,one
69,Both scenes involve a traffic light.,both,one,one,one
69,Both scenes involve an ambulance.,both,one,one,one
69,Both scenes involve a street sign. ,both,one,one,one
70,Both signs are illuminated with a bright white color.,text,one,one,one
70,Both signs have a red outline.,text,one,one,one
70,Both signs are attached to a metal pole.,text,one,one,one
70,Both signs are located in a dark environment.,text,one,one,one
70,Both signs are advertising a specific type of business. ,text,one,one,one
70,"Both images feature a sign with the word ""TOYS"" on it.",image,one,one,one
